timestamp,nodeId,pktId,seqno,mcs
1678285124.953745,1,294416,1917,4
1678285124.953951,1,294417,1918,4
1678285124.95398,1,294419,1920,4
1678285124.953997,1,294420,1921,4
1678285124.954014,1,294421,1922,4
1678285124.95403,1,294422,1923,4
1678285124.954043,1,294423,1924,4
1678285124.954055,1,294424,1925,4
1678285124.954065,1,294427,1928,4
1678285124.954077,1,294428,1929,4
1678285124.954092,1,294430,1931,4
1678285124.954104,1,294432,1933,4
1678285124.954116,1,294435,1936,4
1678285124.954128,1,294439,1940,4
1678285124.954139,1,294442,1943,4
1678285124.954147,1,294444,1945,4
1678285124.954159,1,294445,1946,4
1678285124.969606,1,294450,1951,4
1678285124.969668,1,294459,1960,4
1678285124.969684,1,294462,1963,4
1678285124.969696,1,294463,1964,4
1678285124.969705,1,294464,1965,4
1678285124.969713,1,294469,1970,4
1678285124.969724,1,294470,1971,4
1678285124.969733,1,294471,1972,4
1678285124.969743,1,294473,1974,4
1678285124.969752,1,294476,1977,4
1678285124.96976,1,294477,1978,4
1678285124.969768,1,294478,1979,4
1678285124.969776,1,294479,1980,4
1678285124.969786,1,294480,1981,4
1678285124.969794,1,294481,1982,4
1678285124.9698,1,294482,1983,4
1678285124.969808,1,294484,1985,4
1678285124.969815,1,294485,1986,4
1678285124.969823,1,294488,1989,4
1678285124.96983,1,294489,1990,4
1678285124.969838,1,294490,1991,4
1678285124.969849,1,294492,1993,4
1678285124.969857,1,294493,1994,4
1678285124.981559,1,294495,1996,4
1678285124.981608,1,294498,1999,4
1678285124.981619,1,294499,2000,4
1678285124.981634,1,294501,2002,4
1678285124.981646,1,294502,2003,4
1678285124.981654,1,294506,2007,4
1678285124.981663,1,294509,2010,4
1678285124.981673,1,294510,2011,4
1678285124.981683,1,294511,2012,4
1678285124.98169,1,294512,2013,4
1678285124.981704,1,294514,2015,4
1678285124.981721,1,294517,2018,4
1678285124.981786,1,294518,2019,4
1678285124.981803,1,294519,2020,4
1678285124.981817,1,294520,2021,4
1678285124.981828,1,294522,2023,4
1678285124.981842,1,294524,2025,4
1678285124.981854,1,294525,2026,4
1678285124.993613,1,294526,2027,4
1678285124.993735,1,294527,2028,4
1678285124.993766,1,294528,2029,4
1678285124.993778,1,294529,2030,4
1678285124.993787,1,294530,2031,4
1678285124.993794,1,294531,2032,4
1678285124.993804,1,294532,2033,4
1678285124.993816,1,294535,2036,4
1678285124.993825,1,294536,2037,4
1678285124.993835,1,294538,2039,4
1678285124.993846,1,294539,2040,4
1678285124.993856,1,294540,2041,4
1678285124.993867,1,294541,2042,4
1678285124.993882,1,294542,2043,4
1678285124.993895,1,294543,2044,4
1678285124.993907,1,294544,2045,4
1678285124.993917,1,294545,2046,4
1678285124.993927,1,294546,2047,4
1678285124.994009,1,294547,2048,4
1678285124.994044,1,294549,2050,4
1678285124.994059,1,294550,2051,4
1678285124.994071,1,294551,2052,4
1678285124.994078,1,294552,2053,4
1678285124.994088,1,294553,2054,4
1678285124.994095,1,294554,2055,4
1678285124.994104,1,294555,2056,4
1678285124.994113,1,294556,2057,4
1678285124.99412,1,294558,2059,4
1678285124.994128,1,294559,2060,4
1678285125.00555,1,294560,2061,4
1678285125.005605,1,294561,2062,4
1678285125.00562,1,294562,2063,4
1678285125.005632,1,294563,2064,4
1678285125.005653,1,294564,2065,4
1678285125.005661,1,294565,2066,4
1678285125.005668,1,294566,2067,4
1678285125.005675,1,294567,2068,4
1678285125.005682,1,294568,2069,4
1678285125.00569,1,294569,2070,4
1678285125.0057,1,294571,2072,4
1678285125.005707,1,294572,2073,4
1678285125.005713,1,294574,2075,4
1678285125.00572,1,294575,2076,4
1678285125.005774,1,294576,2077,4
1678285125.005784,1,294577,2078,4
1678285125.005791,1,294578,2079,4
1678285125.005797,1,294579,2080,4
1678285125.005803,1,294580,2081,4
1678285125.005809,1,294581,2082,4
1678285125.005816,1,294582,2083,4
1678285125.005823,1,294583,2084,4
1678285125.00583,1,294584,2085,4
1678285125.005836,1,294585,2086,4
1678285125.005842,1,294586,2087,4
1678285125.005848,1,294587,2088,4
1678285125.005854,1,294588,2089,4
1678285125.005859,1,294589,2090,4
1678285125.005865,1,294590,2091,4
1678285125.005871,1,294591,2092,4
1678285125.005877,1,294592,2093,4
1678285125.005884,1,294594,2095,4
1678285125.0217,1,294595,2096,4
1678285125.021899,1,294596,2097,4
1678285125.021997,1,294597,2098,4
1678285125.022036,1,294598,2099,4
1678285125.022063,1,294599,2100,4
1678285125.022091,1,294600,2101,4
1678285125.022117,1,294601,2102,4
1678285125.022144,1,294602,2103,4
1678285125.022166,1,294603,2104,4
1678285125.022186,1,294604,2105,4
